year,region,variable,Coverage,dlm.geomean,dlm.lower,dlm.upper,fixed.effects,lower.whisker,q.25,median,q.75,upper.whisker
1977,US Alaska,UvU,0.567567568,0.579583191,0.442225515,0.759604915,0.650149537,0.054464915,0.367816092,0.477586207,1.068493151,1.833333333
1978,US Alaska,UvU,0.621621622,0.586018119,0.457394371,0.750812117,0.661875562,0.045166027,0.238505747,0.538461538,1.104796698,1.212162162
1979,US Alaska,UvU,0.621621622,0.528792109,0.415326438,0.673256189,0.577636579,0.038612525,0.243693158,0.385416667,0.745291252,1.177027027
1980,US Alaska,UvU,0.648648649,0.52154875,0.415092388,0.655307363,0.578804672,0.037948319,0.211482904,0.438223432,0.813344595,1.460101806
1981,US Alaska,UvU,0.702702703,0.444411527,0.362404767,0.544975187,0.456040365,0,0.16025641,0.429347556,0.579310345,0.974683544
1982,US Alaska,UvU,0.72972973,0.370735748,0.305736351,0.449553983,0.337765254,0,0.152458425,0.24137931,0.40634278,0.768908451
1983,US Alaska,UvU,0.72972973,0.331669689,0.273722888,0.401883758,0.29101763,0,0.107205197,0.233181566,0.38424043,0.618390805
1984,US Alaska,UvU,0.810810811,0.321801688,0.274834715,0.376794927,0.262929292,0,0.086822773,0.181427324,0.348540431,0.719298246
1985,US Alaska,UvU,0.837837838,0.217227646,0.184910221,0.255193303,0.140683253,0,0.023219154,0.100114943,0.304337759,0.354861398
1986,US Alaska,UvU,0.837837838,0.229842084,0.196450532,0.268909343,0.156488723,0,0.047889752,0.167647059,0.328310771,0.473684211
1987,US Alaska,UvU,0.837837838,0.29621995,0.2560463,0.342696843,0.242321761,0,0.066609195,0.212068966,0.422725956,0.916666667
1988,US Alaska,UvU,0.837837838,0.381194319,0.331154621,0.438795354,0.370560707,0,0.134175005,0.246470588,0.643347605,1.076923077
1989,US Alaska,UvU,0.837837838,0.379962189,0.330353013,0.437021185,0.359539772,0,0.102605145,0.28668303,0.682772672,1.48125
1990,US Alaska,UvU,0.837837838,0.480311551,0.417680492,0.552334117,0.532379018,0,0.177117362,0.360869565,0.819213713,1.670833333
1991,US Alaska,UvU,0.891891892,0.489462026,0.437260716,0.547895263,0.509762113,0,0.255172414,0.410144928,0.670731707,1.25
1992,US Alaska,UvU,0.891891892,0.535631145,0.478115394,0.600065856,0.583829472,0,0.242253521,0.506580683,0.692307692,1.195402299
1993,US Alaska,UvU,0.918918919,0.517426556,0.46953258,0.570205886,0.554507177,0,0.263087248,0.496586208,0.763513514,1.424242424
1994,US Alaska,UvU,0.918918919,0.514537781,0.467072561,0.566826548,0.54906082,0,0.226174497,0.494061233,0.717647059,1.135632184
1995,US Alaska,UvU,0.918918919,0.494243382,0.449006001,0.544038432,0.515732423,0,0.234210526,0.427036819,0.805155464,1.416666667
1996,US Alaska,UvU,0.918918919,0.563310951,0.510707692,0.621332385,0.652926463,0.045945946,0.2,0.454047367,0.857746479,1.384137279
1997,US Alaska,UvU,0.945945946,0.493672313,0.456691229,0.533647982,0.530038839,0,0.267678203,0.489189189,0.668489191,1.064780874
1998,US Alaska,UvU,0.945945946,0.48298115,0.446873618,0.522006182,0.525727357,0,0.210888011,0.457746479,0.804730781,1.681034483
1999,US Alaska,UvU,0.945945946,0.369879642,0.342752503,0.399153757,0.347081958,0,0.141214522,0.384615385,0.643330572,1.237931034
2000,US Alaska,UvU,0.972972973,0.328473299,0.311251714,0.346647756,0.288595006,0,0.130353838,0.384686082,0.623908451,1.29438107
2001,US Alaska,UvU,0.972972973,0.312345872,0.295964954,0.329633432,0.272349733,0,0.114922978,0.321818965,0.661326179,1.416666667
2002,US Alaska,UvU,0.972972973,0.300731218,0.284968614,0.317365706,0.261040265,0,0.12589258,0.351730052,0.48022533,0.916666667
2003,US Alaska,UvU,0.972972973,0.302055151,0.286302601,0.318674417,0.267061209,0,0.117546803,0.352612042,0.496771541,1.01
2004,US Alaska,UvU,1,0.287003058,0.287003058,0.287003058,0.248986439,0,0.111424204,0.324872885,0.471577704,0.929336284
2005,US Alaska,UvU,1,0.297644047,0.297644047,0.297644047,0.266086945,0,0.102024244,0.27972973,0.418309859,0.833333333
2006,US Alaska,UvU,1,0.317858215,0.317858215,0.317858215,0.297411727,0,0.117543609,0.325535386,0.463218391,0.863636364
2007,US Alaska,UvU,1,0.327359865,0.327359865,0.327359865,0.312769319,0,0.105264788,0.385408408,0.466216216,0.654022989
2008,US Alaska,UvU,0.972972973,0.337765773,0.32007252,0.356437088,0.323302641,0,0.103727722,0.349593496,0.51043052,1.107762871
2009,US Alaska,UvU,0.918918919,0.33925969,0.30859946,0.372966102,0.373869641,0.035966736,0.14556962,0.307278235,0.545977011,1.077055366
2010,US Alaska,UvU,0.783783784,0.311477522,0.265315023,0.365671892,0.320415085,0,0.164556962,0.315789474,0.549275362,0.898573089
2011,US Alaska,UvU,0.486486486,0.308322878,0.235274407,0.404051585,0.259566487,0,0.129105739,0.360142019,0.710710996,1.333333333
2012,US Alaska,UvU,0.459459459,0.309997592,0.229994729,0.417829171,0.258321917,0,0.161604732,0.373417722,0.859240926,1.415
2013,US Alaska,UvU,0.351351351,0.313206865,0.219290955,0.447344217,0.356669319,0.072115004,0.370505597,0.477586207,0.707164677,0.945418034
2014,US Alaska,UvU,0.324324324,0.305869222,0.206361318,0.453360066,0.323006186,0.038259646,0.240565611,0.436343552,0.643859649,0.845371737
1970,US East Coast,UvU,0.27027027,1.084718377,0.820718386,1.433639085,1.197412406,0.193415638,0.627659574,0.988838612,2.380000014,3.341578947
1971,US East Coast,UvU,0.297297297,1.10129479,0.846794851,1.432283408,0.902198013,0.016216216,0.585118003,0.712765957,1.816948725,3.291666667
1972,US East Coast,UvU,0.297297297,1.138314143,0.885809226,1.462797011,1.011990595,0.032432432,0.530810738,0.871794872,1.876352947,3
1973,US East Coast,UvU,0.378378378,1.176523718,0.939596582,1.473194012,1.146232601,0.108108108,0.469314079,1.250818187,1.82234957,3.543307087
1974,US East Coast,UvU,0.378378378,1.171639626,0.941145987,1.458582869,1.116193294,0.12972973,0.543209877,1.043502132,2.666666667,4.566929134
1975,US East Coast,UvU,0.405405405,1.199417913,0.975865541,1.474181913,1.104259694,0.205128205,0.453524098,0.977272727,2.500333339,3.672368421
1976,US East Coast,UvU,0.405405405,1.187733254,0.971273937,1.452432963,1.050102849,0.230769231,0.586391203,0.886363636,1.534705887,2.416666667
1977,US East Coast,UvU,0.486486486,1.279992955,1.072371401,1.527812065,1.27144626,0.40433213,0.692307692,1.12519425,2.02,3.937007874
1978,US East Coast,UvU,0.513513514,1.371183341,1.16020912,1.620521439,1.469319052,0.624548736,0.883183306,1.297058824,2.162444451,4.074498567
1979,US East Coast,UvU,0.513513514,1.384302266,1.177042436,1.628057497,1.484230331,0.563176895,0.958333333,1.397058824,2.088888889,3.710601719
1980,US East Coast,UvU,0.594594595,1.431460111,1.239689284,1.652896478,1.469254495,0.234635335,0.978723404,1.426282051,2.660000016,3.125
1981,US East Coast,UvU,0.675675676,1.412148532,1.246818117,1.599402071,1.336452014,0.186046512,0.897959184,1.287234043,2.145038198,3.248000019
1982,US East Coast,UvU,0.810810811,1.470754831,1.339194211,1.615239788,1.447160341,0.124355909,0.781716418,1.539870886,2.661891117,5.411428571
1983,US East Coast,UvU,0.810810811,1.525355315,1.388965788,1.675137615,1.539519699,0.111286835,0.811567164,1.575245162,2.637795276,4.088000025
1984,US East Coast,UvU,0.837837838,1.588283134,1.455710062,1.732929777,1.695259494,0.114253402,1.049497937,1.867521368,2.527210884,4.254545455
1985,US East Coast,UvU,0.918918919,1.598976725,1.504145333,1.699786923,1.685383806,0.101763988,0.909090909,1.627598877,3.644012945,7.419354839
1986,US East Coast,UvU,0.918918919,1.516708049,1.429095463,1.609691841,1.513892413,0.099228187,0.791666667,1.845464074,3.149606299,5.137894737
1987,US East Coast,UvU,0.918918919,1.517183674,1.429874878,1.609823584,1.512203952,0.086369635,0.846505576,1.942569965,3.162162162,5.275590551
1988,US East Coast,UvU,0.918918919,1.569973824,1.478695094,1.66688712,1.617169114,0.092748637,0.920588235,1.747228434,3.353846154,6.141732283
1989,US East Coast,UvU,0.945945946,1.576504742,1.501338701,1.655434047,1.661221714,0.087643611,0.856496029,1.572761194,3.04957265,5.591397849
1990,US East Coast,UvU,0.945945946,1.531249743,1.459240255,1.6068127,1.580529444,0.037037037,0.909194492,1.613636364,2.865608797,4.05
1991,US East Coast,UvU,0.972972973,1.672929673,1.614129556,1.733871783,1.828376111,0.087754139,0.738890847,1.685857059,3.537067678,7.240143369
1992,US East Coast,UvU,0.972972973,1.573137589,1.519608279,1.628552508,1.639218593,0.076923077,0.756328614,1.569486309,3.087411664,6.159090909
1993,US East Coast,UvU,0.972972973,1.604590469,1.549101,1.662067595,1.721701871,0.097836458,0.718126187,1.712831893,3.114583942,6.086363636
1994,US East Coast,UvU,0.972972973,1.541130984,1.488742053,1.595363484,1.616271061,0.10094561,0.850263095,1.362729026,3.265145631,6.111111111
1995,US East Coast,UvU,0.972972973,1.49981788,1.449238714,1.552162283,1.560111395,0.09096626,0.699880952,1.612796484,2.739170909,5.747572816
1996,US East Coast,UvU,0.972972973,1.429595847,1.382159848,1.47865986,1.450544681,0.074074074,0.689035088,1.542635547,2.654174264,4.604545455
1997,US East Coast,UvU,0.972972973,1.387167866,1.3414342,1.434460736,1.398163528,0.049382716,0.737933336,1.415939141,2.539656772,4.816666667
1998,US East Coast,UvU,0.972972973,1.322249754,1.279142227,1.36681002,1.304698763,0.091063197,0.634813229,1.34321267,2.346694147,4.411111111
1999,US East Coast,UvU,0.972972973,1.192022475,1.153701998,1.231615774,1.095449132,0.099882653,0.510000095,1.127941176,1.864672082,3.06122449
2000,US East Coast,UvU,0.972972973,1.19686536,1.158374658,1.236635038,1.130552578,0.101798375,0.591420706,1.05030888,1.964001114,3.779527559
2001,US East Coast,UvU,0.972972973,1.203506139,1.164685631,1.243620586,1.170514864,0.111111111,0.601624222,0.942381667,2.122913257,3.818897638
2002,US East Coast,UvU,0.972972973,1.059053728,1.024874414,1.094372914,0.939311214,0.049382716,0.426360656,0.902866828,1.574252909,3.010204082
2003,US East Coast,UvU,0.945945946,1.087204123,1.038069053,1.13866491,1.004992739,0.037037037,0.607338183,0.894,1.616704937,2.70609319
2004,US East Coast,UvU,0.945945946,1.052648947,1.004932862,1.10263068,0.96785961,0.024691358,0.524949856,0.871794872,1.419921949,2.098765432
2005,US East Coast,UvU,0.945945946,1.0598218,1.011694576,1.110238478,1.00557214,0.024691358,0.613851284,0.974358974,1.655666522,3.078853047
2006,US East Coast,UvU,0.945945946,0.988108329,0.942938932,1.035441465,0.900300226,0.024691358,0.488654484,0.958333333,1.466134454,2.811111111
2007,US East Coast,UvU,0.972972973,0.933343551,0.902596554,0.965137945,0.809752322,0.012345679,0.545034247,0.797058505,1.289251701,2.035842294
2008,US East Coast,UvU,0.864864865,0.925355715,0.857774046,0.99826196,0.806409202,0.024691358,0.479424967,0.673209749,1.216638112,2.008230453
2009,US East Coast,UvU,0.810810811,0.882693653,0.804783991,0.968145606,0.737751051,0.024691358,0.381191573,0.745113805,1.135294118,2.089605735
2010,US East Coast,UvU,0.783783784,0.832344412,0.751033702,0.922458232,0.669952245,0.086419753,0.335740072,0.687240724,0.913058825,1.756272401
2011,US East Coast,UvU,0.783783784,0.820474076,0.738841337,0.911126213,0.663245913,0.037037037,0.381147541,0.692307692,1.129411765,1.449838188
2012,US East Coast,UvU,0.648648649,0.822031278,0.716824539,0.942678974,0.661839624,0.024691358,0.429061103,0.721744863,1.063613445,1.155339806
2013,US East Coast,UvU,0.540540541,0.781076733,0.661007763,0.92295567,0.546153666,0.016460905,0.460230246,0.577315531,1.090167523,1.139158576
2014,US East Coast,UvU,0.486486486,0.791612371,0.659945467,0.949548374,0.570622746,0.012345679,0.478617589,0.613814757,1.451492537,2.462365591
2015,US East Coast,UvU,0.054054054,0.797038257,0.60577008,1.048698185,0.968190568,0.600714124,0.600714124,0.738881652,0.87704918,0.87704918
2016,US East Coast,UvU,0.027027027,0.798786386,0.589221848,1.082885323,0.77671062,0.643290875,0.643290875,0.643290875,0.643290875,0.643290875
1970,US Southeast and Gulf,UvU,0.552631579,0.30326842,0.246329775,0.37336832,0.203427332,0,0.216,0.447368421,0.795079365,1.026851852
1971,US Southeast and Gulf,UvU,0.552631579,0.334125092,0.274416316,0.406825581,0.238881168,0.004873585,0.216,0.447368421,0.877063492,1.148148148
1972,US Southeast and Gulf,UvU,0.578947368,0.362900528,0.302439781,0.435447985,0.271727459,0.001655367,0.221016949,0.589227273,1.362962963,2.835616438
1973,US Southeast and Gulf,UvU,0.578947368,0.372627776,0.311808033,0.445310719,0.269767531,0.006041911,0.215789474,0.546863636,1.211503268,2.578673999
1974,US Southeast and Gulf,UvU,0.605263158,0.404122414,0.342560951,0.476747058,0.299847535,0.006441902,0.263923947,0.493730289,1.279761905,2.372857143
1975,US Southeast and Gulf,UvU,0.631578947,0.448447009,0.385045791,0.522287803,0.339878953,0.022902444,0.274048336,0.50125,1.207190321,2.474081633
1976,US Southeast and Gulf,UvU,0.710526316,0.492430741,0.432470584,0.560704111,0.410844992,0.012333333,0.237426938,0.56,1.429340181,2.658111824
1977,US Southeast and Gulf,UvU,0.736842105,0.530517863,0.470091827,0.598711116,0.463395599,0.012333333,0.270598637,0.732960622,1.621117336,3.153070577
1978,US Southeast and Gulf,UvU,0.763157895,0.570402187,0.509725708,0.638301443,0.495519421,0.012,0.346496815,0.840677966,1.837169312,2.732240437
1979,US Southeast and Gulf,UvU,0.763157895,0.616712979,0.552190427,0.688774886,0.539450433,0.012,0.351592357,0.779661017,1.946878307,3.849679193
1980,US Southeast and Gulf,UvU,0.763157895,0.658136996,0.590453991,0.73357842,0.572541223,0.012,0.35875,0.808160531,1.85,2.68579235
1981,US Southeast and Gulf,UvU,0.868421053,0.752662135,0.695304455,0.814751417,0.726238548,0.005,0.429299363,0.93,1.607168703,2.463786408
1982,US Southeast and Gulf,UvU,0.868421053,0.883317428,0.815438058,0.95684727,0.913848256,0.011666667,0.449961886,1.316449804,1.868644068,2.694918861
1983,US Southeast and Gulf,UvU,0.868421053,0.884422942,0.817704698,0.956584867,0.8707721,0.000666667,0.432301306,1.165,2.204918033,3.042576768
1984,US Southeast and Gulf,UvU,0.947368421,0.972387059,0.925418713,1.021739218,0.983374357,0.01,0.401675955,1.1525,2.194404762,3.770491803
1985,US Southeast and Gulf,UvU,0.947368421,0.992835303,0.945233841,1.042833948,0.979890428,0.003,0.47008477,1.166721816,2.345023375,4.03299725
1986,US Southeast and Gulf,UvU,0.973684211,1.107802477,1.06946391,1.14751542,1.15531246,0.01,0.487898089,1.175925926,2.070954545,4.224603175
1987,US Southeast and Gulf,UvU,0.973684211,1.09908886,1.061496243,1.13801281,1.107507622,0,0.528855571,1.201166522,2.371459447,4.801369863
1988,US Southeast and Gulf,UvU,0.973684211,1.246454841,1.20270939,1.29179142,1.335254219,0.015,0.695403474,1.262448053,2.333905935,4.254761905
1989,US Southeast and Gulf,UvU,0.973684211,1.158059041,1.118590166,1.198920556,1.155149243,0,0.551032969,1.356700823,2.643469388,4.59
1990,US Southeast and Gulf,UvU,0.973684211,1.125581289,1.087634206,1.164852328,1.081391943,0.000666667,0.611367415,1.169444444,2.255,3.935806501
1991,US Southeast and Gulf,UvU,0.973684211,1.220167142,1.178645937,1.26315105,1.218940636,0.000666667,0.634957072,1.211111111,2.793061224,4.552398411
1992,US Southeast and Gulf,UvU,0.973684211,1.30642052,1.261470853,1.352971866,1.349036472,0.015,0.680479186,1.518644068,2.545714286,4.937366331
1993,US Southeast and Gulf,UvU,1,1.323588731,1.323588731,1.323588731,1.372240993,0.01,0.703449072,1.52531434,2.634489796,5.29178124
1994,US Southeast and Gulf,UvU,1,1.281294363,1.281294363,1.281294363,1.294188069,0.01,0.634867816,1.375305804,2.461632653,5.022914757
1995,US Southeast and Gulf,UvU,1,1.289059783,1.289059783,1.289059783,1.305931166,0.015,0.712962963,1.304101875,2.130661376,2.869444444
1996,US Southeast and Gulf,UvU,1,1.239324784,1.239324784,1.239324784,1.225324278,0.02,0.723798507,1.132059717,2.160185185,4.178082192
1997,US Southeast and Gulf,UvU,1,1.275431834,1.275431834,1.275431834,1.291332276,0.01,0.611117725,1.060371757,2.592062695,5.216601942
1998,US Southeast and Gulf,UvU,1,1.239862544,1.239862544,1.239862544,1.241019644,0.015,0.590990566,1.125338768,2.028227513,3.97260274
1999,US Southeast and Gulf,UvU,1,1.185515712,1.185515712,1.185515712,1.163287418,0.005,0.631578947,1.165758777,2.287993802,4.50815534
2000,US Southeast and Gulf,UvU,1,1.149224729,1.149224729,1.149224729,1.117936305,0.005,0.492955224,0.916484727,2.236613757,4.320195539
2001,US Southeast and Gulf,UvU,1,1.157031846,1.157031846,1.157031846,1.14645249,0.01,0.605,1.025560054,2.348333333,4.108058252
2002,US Southeast and Gulf,UvU,1,1.102559602,1.102559602,1.102559602,1.07479405,0.005,0.477138447,0.935683457,2.031613757,4.042857143
2003,US Southeast and Gulf,UvU,1,1.06921971,1.06921971,1.06921971,1.039325569,0.02,0.453997201,0.89702909,2.214636364,4.609514563
2004,US Southeast and Gulf,UvU,1,1.022678855,1.022678855,1.022678855,0.98359628,0.005,0.546015061,0.974485201,1.775,3.31
2005,US Southeast and Gulf,UvU,0.947368421,0.949827004,0.905179007,0.996677265,0.892130108,0.085666667,0.425974017,0.8612597,1.809169974,3.771650485
2006,US Southeast and Gulf,UvU,0.894736842,0.891221268,0.831653282,0.95505587,0.783095444,0.079158991,0.494444444,0.79792741,1.73875,3.431904762
2007,US Southeast and Gulf,UvU,0.868421053,0.858788825,0.793775639,0.929126835,0.742357858,0.066375,0.488535032,0.853609981,1.389175351,2.37037037
2008,US Southeast and Gulf,UvU,0.868421053,0.805127535,0.742951528,0.872506919,0.675154935,0.04525,0.447222222,0.66244898,1.35,1.947301587
2009,US Southeast and Gulf,UvU,0.815789474,0.802312535,0.728165656,0.884009564,0.672970819,0.051625,0.442088574,0.706013072,1.443922667,1.855555556
2010,US Southeast and Gulf,UvU,0.657894737,0.740029406,0.643414683,0.851151732,0.515048297,0.050822368,0.351933962,0.686509091,1.037007913,1.883561644
2011,US Southeast and Gulf,UvU,0.578947368,0.694617607,0.588640673,0.819674279,0.447290549,0.068033991,0.333333333,0.630274742,1.006326531,1.788835979
2012,US Southeast and Gulf,UvU,0.394736842,0.763285412,0.619521938,0.940409991,0.542707056,0.068971491,0.496282477,0.768518519,1.11493996,1.943171402
2013,US Southeast and Gulf,UvU,0.263157895,0.760677143,0.590867413,0.979288591,0.588806745,0.101786184,0.354387931,0.836568627,1.15,1.636986301
2014,US Southeast and Gulf,UvU,0.131578947,0.794253544,0.585122753,1.07813051,0.780008225,0.098403509,0.454123563,1.523728814,2.320873786,3.684931507
1970,US West Coast,UvU,0.86,0.41741316,0.373230024,0.466826714,0.346729882,0,0.18013,0.382,0.779615385,1.118585714
1971,US West Coast,UvU,0.86,0.417910253,0.373994314,0.46698298,0.342740069,0,0.155066797,0.333571429,0.829433333,1.14858
1972,US West Coast,UvU,0.86,0.487666173,0.437675474,0.543366743,0.426070775,0,0.151637083,0.566308963,1.024285714,1.563106796
1973,US West Coast,UvU,0.88,0.560916,0.508307655,0.618969155,0.503964058,0,0.20035,0.706088024,1.16618,1.766990291
1974,US West Coast,UvU,0.88,0.589755537,0.534823008,0.650330275,0.532542671,0,0.182776561,0.633502521,1.239248182,1.963636364
1975,US West Coast,UvU,0.88,0.625378297,0.567489251,0.689172551,0.56991583,0,0.223981016,0.79215,1.290365,2.072727273
1976,US West Coast,UvU,0.88,0.703983327,0.63908351,0.77547381,0.667108018,0,0.25863,0.914638113,1.423181818,2.445302445
1977,US West Coast,UvU,0.88,0.68369352,0.621096265,0.752599647,0.626486506,0,0.24783565,0.889052857,1.44754717,2.490909091
1978,US West Coast,UvU,0.88,0.764916872,0.695112299,0.841731362,0.727457865,0,0.33497,1.00405,1.42975,2.854545455
